Region,Product,Date,Sales,Discount%,Discount,Total
West,Prod T,43543,8900.850979,0.029062475,258.6807576,8642.170221
South,Game1,43543,9191.964258,0.028265733,259.8176067,8932.146651
North,Game6,43543,8755.655448,0.07639134,668.8562509,8086.799197
North,Game8,43543,9075.434102,0.086328275,783.4665694,8291.967533
West,Board5,43543,9016.466112,0.047987042,432.6735409,8583.792571
South,Dyno4,43543,9257.687048,0.04785897,443.0633673,8814.623681
North,Dyno4,43543,9170.9593,0.02377768,218.0641381,8952.895162
North,Game1,43543,8901.468523,0.095711243,851.9706202,8049.497903
South,Board4,43543,9075.946896,0.052512808,476.6034594,8599.343437
East,Game9,43543,8120.638597,0.07109191,577.311712,7543.326885
East,Dyno4,43543,8182.053416,0.017606649,144.0585449,8037.994871
North,Game3,43543,9036.311884,0.009755621,88.15483032,8948.157054
South,Dyno5,43543,8947.46097,0.061634507,551.4723475,8395.988622
North,Board3,43543,9119.131498,0.022095225,201.4892649,8917.642233
East,Dyno4,43543,8260.865002,0.060081731,496.3270713,7764.537931
North,Game2,43543,9027.091968,0.021997957,198.5775824,8828.514386
North,Game6,43543,8759.577448,0.009406406,82.39614261,8677.181305
North,Dyno1,43543,9041.935256,0.033035318,298.703207,8743.232049
North,Game3,43543,8778.793473,0.030816389,270.530711,8508.262762
East,Board1,43543,8702.966479,0.069389669,603.8959596,8099.070519
North,Game2,43543,8997.43163,0.031081356,279.6523786,8717.779251
South,Board5,43543,9151.212066,0.091215168,834.7293506,8316.482715
West,Board5,43543,8917.602637,0.054431149,485.3953535,8432.207284
West,Dyno2,43543,8581.202444,0.000815707,6.999746931,8574.202697
North,Game10,43543,9099.159757,0.029550423,268.8840238,8830.275733
North,Board4,43543,8704.634453,0.076517082,666.0532319,8038.581221
North,Board3,43543,8510.917877,0.012448359,105.9469637,8404.970913
North,Game6,43543,8765.647626,0.08455341,741.1653975,8024.482228
North,Dyno2,43543,8863.743312,0.079974857,708.8766019,8154.86671
North,Dyno1,43543,9015.413871,0.06341932,571.7514177,8443.662453
North,Dyno2,43543,9025.325267,0.012607553,113.7872698,8911.537997
North,Prod T,43543,8767.756479,0.037269737,326.7719749,8440.984504
South,Board4,43543,8971.631568,0.077503301,695.3310579,8276.30051
North,Game5,43543,9018.459778,0.084735777,764.1862003,8254.273578
East,Game8,43543,8335.573623,0.017005229,141.7483343,8193.825289
North,Game4,43543,8757.547365,0.024287189,212.6962105,8544.851155
West,Game6,43543,8981.929525,0.029954384,269.0481689,8712.881356
South,Game10,43543,9369.779919,0.098121517,919.3770175,8450.402901
North,Game4,43543,9061.579696,0.043505816,394.2314158,8667.34828
South,Dyno5,43543,9187.433587,0.05506897,505.9425037,8681.491083
South,Game10,43543,9174.263816,0.042257466,387.681139,8786.582677
North,Game6,43543,9141.922335,0.067938559,621.0890333,8520.833302
North,Game10,43543,9012.79559,0.058304824,525.4894601,8487.30613
South,Game9,43543,8988.719046,0.025768513,231.6259263,8757.09312
South,Board5,43543,9575.823577,0.019649831,188.1633171,9387.66026
South,Game2,43543,9350.998055,0.094683703,885.387125,8465.61093
East,Board1,43543,8581.754312,0.023021278,197.5629518,8384.19136
North,Game3,43543,8735.097127,0.024600444,214.8872683,8520.209859
North,Board4,43543,8984.238804,0.045216128,406.2324908,8578.006313
North,Game3,43543,8782.413902,0.019978783,175.4619419,8606.95196
North,Dyno2,43543,8950.546224,0.093805881,839.6138717,8110.932352
East,Dyno2,43543,8341.884234,0.006140257,51.2213108,8290.662923
East,Game3,43543,8003.495254,0.013463562,107.7555537,7895.7397
South,Game1,43543,8993.062572,0.01985996,178.6018585,8814.460714
North,Game8,43543,8832.738546,0.012542804,110.7873049,8721.951241
North,Game5,43543,8912.297672,0.005581281,49.74203981,8862.555632
North,Dyno1,43543,8772.647434,0.031132111,273.1110346,8499.536399
West,Board2,43543,9123.725463,0.097211194,886.9282457,8236.797217
North,Game10,43543,8836.511025,0.05323967,470.4529294,8366.058096
South,Dyno4,43543,9034.107787,0.089641315,809.8292983,8224.278489
West,Dyno2,43543,9038.701029,0.099663014,900.8241841,8137.876845
North,Dyno1,43543,8929.552191,0.040641056,362.9064317,8566.645759
West,Game7,43543,8873.351009,0.062421835,553.890851,8319.460158
East,Board4,43543,8672.134001,0.041379578,358.8492476,8313.284753
West,Game6,43543,8625.753136,0.077213908,666.0281088,7959.725027
West,Board4,43543,8960.369003,0.098894143,886.1280145,8074.240989
North,Game4,43543,8927.599615,0.005333484,47.6152118,8879.984403
West,Game9,43543,8808.366144,0.085964724,757.208766,8051.157378
North,Game10,43543,9234.203646,0.099061623,914.7551995,8319.448446
North,Dyno1,43543,9520.683204,0.027971426,266.3070871,9254.376117
North,Board2,43543,9015.806134,0.023453926,211.4560536,8804.35008
North,Game2,43543,8975.59935,0.043452627,390.0133735,8585.585977
South,Dyno2,43543,9132.444048,0.096066079,877.3180924,8255.125956
East,Game9,43543,8125.372421,0.07010201,569.6049356,7555.767485
North,Dyno1,43543,9067.100056,0.055613744,504.2553853,8562.844671
North,Dyno4,43543,8981.595872,0.017911429,160.8732142,8820.722658
North,Dyno1,43543,8902.639818,0.048619425,432.8412253,8469.798593
North,Game6,43543,9208.985863,0.07381648,679.7749173,8529.210946
North,Prod T,43543,8870.797576,0.092132777,817.2912191,8053.506357
North,Game5,43543,8943.809233,0.029438612,263.293327,8680.515906
East,Game3,43543,8507.548045,0.007284611,61.97418007,8445.573865
West,Prod T,43543,8779.633179,0.009716462,85.30697444,8694.326205
North,Board4,43543,8940.302544,0.002837929,25.3719477,8914.930596
South,Game8,43543,9122.209319,0.032099546,292.8187812,8829.390538
North,Board5,43543,9230.710963,0.07616375,703.0455625,8527.665401
West,Game9,43543,8676.10932,0.013551443,117.5738001,8558.53552
South,Board5,43543,9274.266117,0.03133455,290.6049512,8983.661166
East,Board1,43543,8147.475441,0.01540748,125.532063,8021.943378
North,Board2,43543,8448.838295,0.06739888,569.4422392,7879.396056
South,Board5,43543,8846.068098,0.099336542,878.7378192,7967.330279
North,Game7,43543,8868.986954,0.016113985,142.9147242,8726.07223
North,Game9,43543,9105.530217,0.038411462,349.7567281,8755.773489
West,Board4,43543,8554.748834,0.041052712,351.1956395,8203.553195
West,Game3,43543,8784.29866,0.0033089,29.06636807,8755.232292
North,Dyno2,43543,8889.806914,0.063898302,568.0435692,8321.763345
North,Dyno2,43543,9321.150437,0.097952081,913.0260813,8408.124356
South,Dyno1,43543,8636.898171,0.085429973,737.8499733,7899.048198
South,Dyno1,43543,8988.529595,0.081540397,732.928269,8255.601326
North,Board1,43543,8963.460164,0.005991371,53.70341915,8909.756745
North,Game10,43543,9117.421842,0.016260873,148.2572396,8969.164602
South,Board4,43543,9111.301849,0.03507546,319.583107,8791.718742
South,Board5,43543,9177.141642,0.095027082,872.0769923,8305.06465
West,Board3,43543,9333.277525,0.011107658,103.6708514,9229.606674
South,Game3,43543,9308.753903,0.005336283,49.67414204,9259.079761
West,Game10,43543,8921.572701,0.084003918,749.44706,8172.125641
South,Board3,43543,8799.244364,0.034630784,304.724728,8494.519636
North,Dyno4,43543,9031.471593,0.081621248,737.1599817,8294.311611
North,Dyno5,43543,8872.041007,0.063292146,561.5305166,8310.51049
South,Prod T,43543,9419.091789,0.019969238,188.0920859,9230.999703
North,Dyno2,43543,9001.40925,0.020120945,181.1168599,8820.29239
North,Board2,43543,9135.949879,0.071400383,652.31032,8483.639559
West,Board3,43543,8715.933526,0.071793774,625.7497615,8090.183764
South,Prod T,43543,9369.887641,0.070175913,657.5404194,8712.347222
North,Game4,43543,8960.919541,0.028648065,256.713003,8704.206538
South,Prod T,43543,8984.012913,0.025420063,228.3741734,8755.63874
North,Board4,43543,9204.639789,0.075103528,691.3009186,8513.33887
East,Board3,43543,8312.501007,0.016754407,139.2710216,8173.229985
West,Game2,43543,9203.518519,0.06321278,581.7799939,8621.738525
South,Dyno1,43543,9253.53179,0.078147579,723.1411048,8530.390685
South,Dyno5,43543,9451.049031,0.066922964,632.4922117,8818.556819
North,Dyno2,43543,8943.068337,0.086929334,777.4149701,8165.653367
North,Board5,43542,8532.086248,0.00015169,1.294235506,8530.792012
North,Game9,43542,8920.723443,0.084187385,751.0123808,8169.711062
North,Game2,43542,8838.047487,0.0713783,630.844805,8207.202682
North,Game9,43542,9117.474465,0.005716387,52.11901237,9065.355453
West,Game5,43542,8948.871708,0.019236603,172.1458882,8776.72582
South,Dyno1,43542,8973.531869,0.05404765,484.9983077,8488.533561
North,Game7,43542,9011.737947,0.040913045,368.6976381,8643.040309
West,Game3,43542,8660.954649,0.013836444,119.8368138,8541.117835
East,Dyno4,43542,8229.581413,0.021838456,179.7213483,8049.860065
South,Dyno1,43542,8946.65034,0.062789269,561.7536355,8384.896704
West,Game7,43542,8924.57689,0.050382777,449.644971,8474.931919
South,Board5,43542,9141.466821,0.012680878,115.9218258,9025.544995
West,Dyno1,43542,8878.342952,0.028603978,253.9559264,8624.387026
South,Game8,43542,9559.788207,0.004593096,43.90902789,9515.879179
North,Dyno2,43542,9035.692697,0.015595293,140.9142733,8894.778424
South,Game6,43542,8950.492832,0.097900366,876.2565202,8074.236312
North,Game8,43542,8520.110256,0.009799935,83.49652771,8436.613728
South,Board4,43542,9400.18223,0.069651163,654.7336208,8745.448609
North,Game6,43542,8824.015079,0.008889698,78.4428291,8745.57225
South,Dyno4,43542,8978.604194,0.071375978,640.8566598,8337.747534
South,Game5,43542,8961.698577,0.067561244,605.4635005,8356.235077
South,Game4,43542,9154.562841,0.099130528,907.4966515,8247.066189
South,Game5,43542,9518.729132,0.028980741,275.8598206,9242.869311
North,Board1,43542,8924.417992,0.029592571,264.0964767,8660.321515
West,Game7,43542,8839.509129,0.02077032,183.5994298,8655.909699
North,Game5,43542,8753.717299,0.031777795,278.1738372,8475.543462
South,Game6,43542,9288.034645,0.083380827,774.4440101,8513.590635
North,Game4,43542,8897.41889,0.082597078,734.9007981,8162.518092
South,Game7,43542,8889.77442,0.018786265,167.0056579,8722.768762
South,Dyno2,43542,9192.031905,0.025007482,229.8695726,8962.162332
North,Board3,43542,9145.472267,0.036643488,335.1220041,8810.350263
West,Board4,43542,8884.439484,0.000621311,5.519998935,8878.919485
South,Game2,43542,9209.724577,0.068780917,633.4533039,8576.271273
West,Board2,43542,8685.683482,0.024234025,210.4890703,8475.194412
North,Game6,43542,8711.553956,0.072769269,633.9334155,8077.620541
South,Board4,43542,9245.46242,0.090065017,832.6927344,8412.769686
North,Board3,43542,8988.390044,0.028550465,256.6227166,8731.767327
West,Board2,43542,8670.103475,0.047861225,414.9617695,8255.141705
North,Game1,43542,8954.541578,0.020956892,187.6593566,8766.882221
North,Game7,43542,8555.27575,0.000500502,4.281933905,8550.993816
South,Dyno2,43542,9035.548893,0.044285702,400.1456215,8635.403272
North,Game6,43542,8852.918382,0.087314448,772.9876833,8079.930699
South,Game5,43542,9084.015166,0.068596933,623.1355789,8460.879587
North,Prod T,43542,8874.217598,0.086824465,770.499192,8103.718406
North,Game2,43542,8881.580925,0.072109166,640.443391,8241.137534
North,Game9,43542,9003.467752,0.080557616,725.2978974,8278.169855
South,Dyno5,43542,8854.676513,0.055500261,491.4368581,8363.239655
North,Game10,43542,8813.724955,0.002268674,19.99546619,8793.729489
South,Game4,43542,9152.529221,0.056091491,513.3790123,8639.150209
North,Dyno2,43542,8758.862251,0.030765834,269.4737056,8489.388545
South,Game4,43542,9146.206494,0.002584215,23.63576074,9122.570733
South,Prod T,43542,9242.775705,0.034031347,314.5441049,8928.2316
West,Game3,43542,8748.672069,0.00717544,62.77556924,8685.8965
South,Board3,43542,9279.283232,0.04132004,383.4203522,8895.86288
North,Dyno5,43542,8861.728881,0.057694201,511.2703663,8350.458515
West,Game5,43542,8994.00889,0.078833745,709.0314065,8284.977483
South,Game1,43542,9609.462593,0.057353991,551.141035,9058.321558
South,Dyno1,43542,9159.609257,0.007340833,67.23916198,9092.370095
North,Board1,43542,9075.119819,0.088216496,800.5752717,8274.544547
East,Dyno1,43542,8325.654926,0.074053754,616.546003,7709.108923
South,Board5,43542,9040.470299,0.014114771,127.6041682,8912.866131
North,Dyno5,43542,8691.120267,0.027386857,238.0224649,8453.097802
West,Game1,43542,8863.259708,0.086798936,769.3215092,8093.938199
South,Game9,43542,8975.075125,0.062514121,561.0689362,8414.006189
North,Game2,43542,8978.447438,0.019591329,175.8997195,8802.547719
North,Game1,43542,8864.739163,0.054845355,486.1897695,8378.549394
South,Dyno5,43542,9049.883005,0.040311186,364.8115176,8685.071487
West,Game8,43542,8953.352411,0.090502552,810.301245,8143.051166
West,Dyno2,43542,8868.294104,0.031958877,283.4207226,8584.873381
South,Game8,43542,9259.233524,0.051711107,478.8052117,8780.428312
East,Game2,43542,8528.663238,0.060469199,515.7214305,8012.941808
North,Game9,43542,8757.172357,0.050615806,443.2513388,8313.921018
North,Board2,43542,8886.153276,0.009043178,80.35906666,8805.794209
South,Dyno4,43542,9084.638195,0.075544349,686.2930741,8398.345121
South,Prod T,43542,9147.499158,0.05279356,482.9290432,8664.570115
South,Game6,43542,8808.359924,0.0155593,137.0519157,8671.308008
South,Game8,43542,9136.794413,0.082839226,756.88498,8379.909433
South,Game6,43542,9186.389565,0.044959083,413.0116511,8773.377914
North,Dyno4,43542,8934.404234,0.017745858,158.5486681,8775.855566
South,Board4,43542,8826.515124,0.065760798,580.4386747,8246.076449
South,Game7,43542,9498.391216,0.027828047,264.3216772,9234.069539
North,Board5,43542,9105.210806,0.052111701,474.4880213,8630.722785
West,Dyno2,43542,8702.260458,0.056618355,492.7076729,8209.552785
West,Game9,43542,8802.947316,0.031867415,280.5271716,8522.420144
North,Dyno1,43542,8972.082757,0.055079911,494.1815241,8477.901233
West,Dyno2,43542,8996.954947,0.093975591,845.4941605,8151.460786
North,Board5,43542,8960.389352,0.013075729,117.1636262,8843.225726
North,Board1,43542,9002.712283,0.00047917,4.313826003,8998.398457
North,Board4,43542,8789.032679,0.008823261,77.54793011,8711.484749
West,Game6,43542,8364.356929,0.014555221,121.7450614,8242.611868
North,Game2,43542,8966.71162,0.054464896,488.3710168,8478.340603
North,Game5,43542,9050.058387,0.002170373,19.642002,9030.416385
North,Board1,43542,8955.233072,0.006123521,54.8375553,8900.395517
North,Game9,43542,9019.110118,0.041077769,370.4849203,8648.625198
South,Game1,43542,9132.390502,0.025767795,235.3215675,8897.068935
East,Game7,43542,8245.878153,0.019365906,159.6889033,8086.18925
North,Board3,43542,8846.121918,0.056298833,498.0263391,8348.095579
North,Game1,43542,8633.060255,0.023641794,204.1010302,8428.959225
North,Prod T,43542,8191.180715,0.061543866,504.1169295,7687.063785
North,Game5,43542,9003.292456,0.097854328,881.0111357,8122.28132
North,Game4,43542,9087.501277,0.000802349,7.291349416,9080.209928
South,Game4,43542,8996.024067,0.046795527,420.9736905,8575.050377
North,Game5,43542,8873.996881,0.006410286,56.88485834,8817.112023
North,Dyno1,43542,8711.773282,0.021925839,191.0129362,8520.760346
North,Dyno4,43542,9131.752091,0.038990783,356.0541609,8775.69793
North,Board3,43542,8959.762805,0.010816955,96.91734912,8862.845456
North,Game6,43542,9190.235257,0.0080876,74.32694532,9115.908312
North,Dyno4,43542,8669.919084,0.02481896,215.1783713,8454.740713
East,Game3,43542,8433.578595,0.070370348,593.4738603,7840.104735
East,Board2,43542,8322.075725,0.080265007,667.9714657,7654.104259
West,Game7,43542,9311.65752,0.08894367,828.2129895,8483.44453
East,Game6,43542,8193.439842,0.020512778,168.0702121,8025.36963
South,Dyno2,43542,8793.959,0.049919713,438.9919132,8354.967087
North,Game10,43542,8925.529994,0.067892334,605.9750614,8319.554933
North,Game1,43542,9003.530419,0.077645895,699.0871796,8304.443239
West,Board5,43542,8695.796097,0.045180808,392.8830905,8302.913006
North,Game10,43542,8951.434276,0.073720826,659.907132,8291.527144
West,Dyno2,43542,8916.733834,0.004032796,35.95936417,8880.77447
North,Prod T,43542,8857.236722,0.041900645,371.1239289,8486.112793
West,Board3,43542,8842.161932,0.025805841,228.179428,8613.982504
North,Board5,43542,8715.317048,0.057935039,504.9222354,8210.394813
East,Board3,43542,8472.15629,0.023965876,203.0426479,8269.113642
South,Prod T,43542,8830.164436,0.023435826,206.9421938,8623.222242
North,Game9,43542,8832.96201,0.095462175,843.2137674,7989.748243
North,Dyno4,43542,9031.762637,0.099092808,894.9827198,8136.779917
North,Board4,43542,9096.758152,0.009398101,85.49225331,9011.265899
South,Game3,43542,9120.831282,0.002877804,26.24796515,9094.583317
East,Game10,43542,8319.335982,0.080391352,668.8026703,7650.533312
West,Prod T,43542,8656.751482,0.019670524,170.2828379,8486.468644
North,Game5,43542,8889.364319,0.075917438,674.8577657,8214.506553
West,Game3,43542,8836.106228,0.012083546,106.771496,8729.334732
North,Prod T,43542,8683.098878,0.029925023,259.8419349,8423.256943
North,Dyno4,43542,8606.274487,0.048654099,418.7305276,8187.543959
South,Game8,43542,9013.468555,0.031904609,287.5711855,8725.89737
North,Dyno2,43542,8648.435438,0.095991429,830.1756726,7818.259765
North,Dyno2,43542,9120.388758,0.059836777,545.7346657,8574.654092
South,Game7,43542,9177.633755,0.03296306,302.5228892,8875.110866
North,Game7,43542,8954.353578,0.035059763,313.9375152,8640.416063
South,Game3,43542,9290.168266,0.062826825,583.6717731,8706.496493
North,Game8,43542,8783.576074,0.086780799,762.2457528,8021.330321
South,Dyno4,43542,9159.187193,0.062376598,571.3189408,8587.868252
North,Prod T,43542,8645.703602,0.052975105,458.0070549,8187.696547
South,Board2,43542,8974.940071,0.082441643,739.9088026,8235.031268
North,Board3,43542,8760.181874,0.042569936,372.9203822,8387.261492
North,Board1,43542,8889.442541,0.06106121,542.8001177,8346.642423
South,Game3,43542,8677.669785,0.06489692,563.1540431,8114.515742
East,Game3,43542,8523.659588,0.039729658,338.6420814,8185.017507
North,Dyno2,43542,8964.60366,0.022481363,201.5365097,8763.06715
East,Dyno4,43542,8268.927502,0.053101518,439.092601,7829.834901
North,Board1,43542,8664.992131,0.059138666,512.4360784,8152.556053
North,Game3,43542,8991.369188,0.050186288,451.2434394,8540.125749
West,Board3,43542,8963.103658,0.074157666,664.6828484,8298.42081
West,Dyno2,43542,8822.622582,0.02375158,209.5512249,8613.071357
North,Dyno5,43542,9214.803186,0.019362437,178.4210439,9036.382142
North,Game4,43542,9067.28929,0.084670272,767.7298497,8299.55944
North,Game10,43542,9064.791328,0.006310423,57.20266869,9007.588659
West,Board4,43542,8911.863822,0.010470909,93.3153168,8818.548505
North,Board4,43542,8771.309445,0.037513468,329.0422389,8442.267206
North,Board2,43542,9166.065229,0.055473763,508.4761287,8657.5891
North,Game4,43542,8994.883501,0.075198009,676.3973276,8318.486173
North,Game3,43542,8629.236024,0.088661975,765.0851072,7864.150917
North,Board4,43542,9120.54883,0.05389993,491.5969468,8628.951883
North,Board1,43542,8836.537867,0.048182144,425.7633395,8410.774528
North,Board3,43542,8697.080628,0.060449625,525.73526,8171.345368
North,Board1,43542,9141.389646,0.098910718,904.1814166,8237.208229
North,Game6,43542,8720.18148,0.020374566,177.6699164,8542.511564
North,Game1,43542,9059.266753,0.027545453,249.5416043,8809.725149
South,Game1,43542,9151.604094,0.00174244,15.946125,9135.657969
South,Game3,43542,9170.87471,0.070387811,645.5177991,8525.356911
North,Dyno5,43542,8754.717372,0.042202638,369.4721651,8385.245207
West,Game3,43542,8696.915614,0.063972203,556.3608509,8140.554763
South,Dyno1,43542,9155.842859,0.09718096,889.7735973,8266.069262
North,Dyno1,43542,9074.608384,0.03882945,352.3620506,8722.246333
East,Board3,43542,8102.809234,0.057706628,467.5857952,7635.223439
North,Game4,43542,8464.294644,0.000514298,4.35317336,8459.941471
South,Dyno1,43542,9223.065433,0.025628965,236.3776199,8986.687813
East,Game5,43542,8526.455496,0.010894195,92.88887206,8433.566624
North,Dyno5,43542,9287.583689,0.011745326,109.0857013,9178.497988
West,Dyno1,43542,8676.446598,0.080883667,701.7828164,7974.663782
West,Prod T,43542,8885.303391,0.032246593,286.5207639,8598.782627
South,Board1,43542,9045.879572,0.087535566,791.8361897,8254.043382
West,Board3,43542,8772.873538,0.044578442,391.0810341,8381.792504
South,Board1,43542,9181.781401,0.046043078,422.7574745,8759.023926
North,Board3,43542,8926.863687,0.072862211,650.4310269,8276.43266
East,Board4,43542,8269.962738,0.004097002,33.88205008,8236.080688
South,Board1,43542,8997.270247,0.010038546,90.31950817,8906.950739
West,Board2,43542,9110.350341,0.022861984,208.2806868,8902.069654
West,Prod T,43542,8951.802921,0.055827787,499.759345,8452.043576
West,Dyno5,43542,9063.742092,0.017002725,154.1083126,8909.633779
North,Prod T,43542,8913.916652,0.087606531,780.9173111,8132.999341
North,Game5,43542,9074.990973,0.047611945,432.0779736,8642.912999
North,Dyno4,43542,9103.604578,0.019134764,174.1953281,8929.40925
North,Board4,43542,9117.036729,0.083543212,761.6665367,8355.370192
North,Game9,43542,8753.081375,0.02737653,239.6289949,8513.45238
North,Game3,43542,9166.037886,0.023448367,214.9286243,8951.109262
South,Game8,43542,8966.689092,0.017499085,156.9088572,8809.780235
West,Board3,43542,8968.148006,0.040830292,366.1721006,8601.975905
West,Board4,43542,9021.34833,0.050235533,453.1922395,8568.156091
South,Game5,43542,9013.112086,0.090591361,816.5100938,8196.601992
South,Board2,43542,9052.964777,0.040109663,363.1113664,8689.853411
South,Game8,43542,9166.509549,0.072598836,665.4779271,8501.031622
North,Game7,43542,8990.641515,0.074775197,672.2769897,8318.364525
West,Game2,43542,8788.596246,0.022911043,201.3559051,8587.240341
West,Game4,43542,9019.606114,0.055195082,497.8379005,8521.768213
East,Dyno4,43542,8323.307558,0.005066445,42.1695805,8281.137977
South,Prod T,43542,8984.034172,0.095234353,855.5886834,8128.445489
North,Game2,43542,8553.08444,0.011781535,100.7684674,8452.315973
North,Game3,43542,8726.030665,0.068668309,599.2017735,8126.828892
North,Board2,43542,8899.488497,0.069223202,616.0510905,8283.437406
North,Game7,43542,8719.894439,0.033529898,292.3771726,8427.517266
North,Prod T,43542,8822.886774,0.054921138,484.5629799,8338.323794
South,Board1,43542,9151.040821,0.066367557,607.3322259,8543.708595
West,Dyno5,43542,8869.675999,0.049624482,440.1530807,8429.522918
North,Board2,43542,8986.075828,0.039744376,357.1459753,8628.929853
North,Game7,43542,9007.033963,0.076290178,687.1482217,8319.885741
South,Board2,43542,9155.636201,0.044677534,409.0512517,8746.584949
South,Game3,43542,9102.777615,0.06318181,575.1299614,8527.647654
North,Game5,43542,9005.445756,0.021624152,194.7351282,8810.710628
West,Game7,43542,9000.694638,0.070913427,638.2701053,8362.424533
East,Game1,43542,8522.847767,0.095901882,817.3571371,7705.49063
North,Board3,43542,8825.670558,0.092030029,812.2267136,8013.443844
North,Dyno5,43542,9044.151264,0.029519676,266.9804156,8777.170848
West,Game7,43542,9024.780857,0.010673858,96.32923352,8928.451623
North,Game1,43542,8985.807039,0.027022706,242.8208207,8742.986218
West,Board2,43542,8685.309735,0.096072881,834.4227306,7850.887004
West,Game2,43542,8780.896967,0.079322948,696.5266302,8084.370337
South,Game4,43542,8854.397795,0.039565465,350.3283628,8504.069432
North,Board1,43542,8772.313419,0.08540547,749.2035482,8023.109871
South,Game10,43542,9314.46101,0.079217212,737.8656348,8576.595375
North,Game6,43542,8882.364992,0.041468482,368.3381949,8514.026797
East,Dyno5,43542,8165.275188,0.02247731,183.5334231,7981.741765
East,Board1,43542,8153.819018,0.036885026,300.7538298,7853.065188
North,Dyno1,43542,8904.878678,0.012882171,114.7141685,8790.164509
West,Game10,43542,8667.021597,0.077093724,668.1729712,7998.848626
North,Dyno4,43542,8876.484133,0.065530774,581.6828793,8294.801254
North,Dyno4,43542,9045.411284,0.053127887,480.5635909,8564.847693
North,Game10,43542,8925.52133,0.040935245,365.3684062,8560.152924
North,Game1,43542,8911.103405,0.091346488,813.9979989,8097.105406
North,Game4,43542,9095.500825,0.013993021,127.2735342,8968.227291
East,Prod T,43542,8504.012483,0.080935934,688.2801931,7815.73229
North,Game1,43542,8931.865033,0.061142406,546.1157173,8385.749316
South,Dyno2,43542,9300.729662,0.07588743,705.808474,8594.921188
South,Game10,43542,8946.23547,0.072654186,649.9814585,8296.254011
North,Game5,43542,8943.567734,0.005533532,49.48952167,8894.078212
South,Prod T,43542,9415.487709,0.073824404,695.0927714,8720.394938
South,Board4,43542,9078.60231,0.0570002,517.4821476,8561.120162
North,Board1,43542,9315.574555,0.025850582,240.8130243,9074.761531
East,Board5,43542,8143.216922,0.083922313,683.397599,7459.819323
North,Game1,43542,8824.390492,0.02288751,201.9683255,8622.422166
West,Dyno2,43542,9204.87304,0.043724922,402.4823562,8802.390684
North,Game5,43542,8224.452234,0.069871417,574.6541311,7649.798103
North,Game5,43542,9099.961318,0.062856187,571.9888675,8527.972451
North,Dyno2,43542,8833.365464,0.057915434,511.5881975,8321.777267
North,Board3,43542,8830.153052,0.084274605,744.1576624,8085.99539
East,Game5,43542,8607.233381,0.090583899,779.676755,7827.556626
West,Game5,43542,8822.525472,0.026743823,235.9480614,8586.577411
North,Board2,43542,8795.917646,0.043110007,379.1920704,8416.725576
South,Board5,43542,8722.540233,0.062124726,541.8854189,8180.654814
West,Dyno4,43542,8857.817435,0.080468271,712.7732517,8145.044183
North,Dyno2,43542,8621.235423,0.091031902,784.8074608,7836.427962
West,Prod T,43542,8715.266314,0.038322806,333.9934634,8381.272851
West,Game8,43542,8637.530904,0.01401586,121.0624257,8516.468478
North,Board3,43542,9010.62592,0.080040037,721.2108291,8289.415091
North,Game9,43542,8599.153818,0.03839738,330.1849793,8268.968839
West,Dyno5,43542,8851.390904,0.062343965,551.8308008,8299.560103
East,Board5,43542,8143.289738,0.031832978,259.2251664,7884.064572
West,Game6,43542,8691.969921,0.073897531,642.3151129,8049.654808
South,Dyno2,43542,9229.9657,0.081594461,753.1140752,8476.851625
South,Dyno4,43542,8838.596188,0.03166333,279.8593862,8558.736802
North,Game3,43542,8610.791266,0.068583821,590.5609631,8020.230303
South,Game2,43542,9266.169371,0.024525304,227.2556165,9038.913754
North,Game10,43542,8659.92528,0.01378759,119.3994971,8540.525783
East,Game1,43542,8111.361166,0.081590998,661.8140528,7449.547113
South,Game1,43542,9200.135997,0.058299821,536.3662786,8663.769718
North,Board5,43542,8754.41521,0.067526519,591.1551893,8163.260021
West,Game9,43542,8971.999963,0.099348252,891.3525172,8080.647446
South,Game7,43542,8959.539422,0.016315571,146.1800014,8813.359421
North,Game8,43542,9253.199405,0.009312566,86.17102563,9167.028379
North,Game1,43542,8781.39052,0.088064863,773.3319524,8008.058568
North,Dyno2,43542,9294.848571,0.057889271,538.0720108,8756.77656
East,Game4,43542,8350.614721,0.009164687,76.53077075,8274.08395
South,Prod T,43542,8945.8584,0.071364328,638.4151771,8307.443223
North,Dyno4,43542,9046.551277,0.077984861,705.4940415,8341.057235
South,Game7,43542,9280.764866,0.030315106,281.3473741,8999.417492
North,Prod T,43542,9292.290644,0.076039789,706.5838234,8585.706821
West,Game2,43542,8818.864446,0.066541327,586.8189391,8232.045507
East,Game4,43542,8216.288613,0.090363944,742.4562429,7473.83237
South,Board1,43542,9187.689356,0.083109033,763.5799752,8424.109381
South,Game6,43542,8894.353841,0.031569075,280.7865261,8613.567315
North,Board1,43542,9022.18517,0.034537221,311.6012069,8710.583963
South,Prod T,43542,9388.857785,0.096347561,904.5935504,8484.264235
South,Game9,43542,9029.915529,0.037127725,335.2602165,8694.655312
South,Board1,43542,9097.911893,0.088703109,807.0130683,8290.898825
West,Dyno4,43542,9149.118611,0.026588429,243.2606935,8905.857918
North,Game3,43542,9105.370145,0.013037708,118.713155,8986.65699
North,Board4,43542,8976.646886,0.077117163,692.2535373,8284.393349
West,Dyno1,43542,8167.544572,0.023390364,191.0418405,7976.502732
